ANNOSCOLASTICO, CODICESCUOLA, ORDINESCUOLA, ANNOCORSO, FASCIAETA, ALUNNI
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,3,16 anni,9
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,5,18 anni,14
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,7
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,1,14 anni,25
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,1,15 anni,5
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,1
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,2,14 anni,3
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,2,15 anni,16
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,2,16 anni,4
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,3,16 anni,17
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,3,17 anni,6
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,3,18 anni,2
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,4,17 anni,21
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,4,18 anni,5
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,5,17 anni,2
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,5,18 anni,18
201617,ALRH01500G,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,16
201617,AN1E001009,SCUOLA PRIMARIA,1,6 anni,10
201617,AN1E001009,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,AN1E001009,SCUOLA PRIMARIA,2,6 anni,4
201617,AN1E001009,SCUOLA PRIMARIA,2,7 anni,12
201617,AN1E001009,SCUOLA PRIMARIA,3,7 anni,3
201617,AN1E001009,SCUOLA PRIMARIA,3,8 anni,11
201617,AN1E001009,SCUOLA PRIMARIA,3,9 anni,1
201617,AN1E001009,SCUOLA PRIMARIA,4,10 anni,1
201617,AN1E001009,SCUOLA PRIMARIA,4,8 anni,1
201617,AN1E001009,SCUOLA PRIMARIA,4,9 anni,14
201617,AN1E001009,SCUOLA PRIMARIA,5,10 anni,15
201617,AN1E001009,SCUOLA PRIMARIA,5,9 anni,1
201617,AN1E001009,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,AN1E002005,SCUOLA PRIMARIA,1,6 anni,21
201617,AN1E002005,SCUOLA PRIMARIA,1,< di 6 anni,3
201617,AN1E002005,SCUOLA PRIMARIA,2,6 anni,1
201617,AN1E002005,SCUOLA PRIMARIA,2,7 anni,21
201617,AN1E002005,SCUOLA PRIMARIA,3,8 anni,26
201617,AN1E002005,SCUOLA PRIMARIA,4,9 anni,17
201617,AN1E002005,SCUOLA PRIMARIA,5,10 anni,12
201617,AN1E002005,SCUOLA PRIMARIA,5,9 anni,1
201617,AN1E003001,SCUOLA PRIMARIA,1,6 anni,8
201617,AN1E003001,SCUOLA PRIMARIA,1,7 anni,2
201617,AN1E003001,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,AN1E003001,SCUOLA PRIMARIA,2,6 anni,1
201617,AN1E003001,SCUOLA PRIMARIA,2,7 anni,9
201617,AN1E003001,SCUOLA PRIMARIA,2,9 anni,1
201617,AN1E003001,SCUOLA PRIMARIA,4,8 anni,2
201617,AN1E003001,SCUOLA PRIMARIA,4,9 anni,9
201617,AN1E003001,SCUOLA PRIMARIA,5,10 anni,10
201617,AN1E003001,SCUOLA PRIMARIA,5,9 anni,2
201617,AN1E00500L,SCUOLA PRIMARIA,1,7 anni,2
201617,AN1E00500L,SCUOLA PRIMARIA,2,7 anni,1
201617,AN1E00500L,SCUOLA PRIMARIA,3,10 anni,1
201617,AN1E00500L,SCUOLA PRIMARIA,3,> di 10 anni,1
201617,AN1E00500L,SCUOLA PRIMARIA,4,> di 10 anni,2
201617,AN1E00500L,SCUOLA PRIMARIA,5,> di 10 anni,2
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,2,13 anni,4
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,3,13 anni,17
201617,AN1M00200A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,1,16 anni,2
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,2,17 anni,2
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,3,16 anni,4
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,3,18 anni,5
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,4,18 anni,6
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,ANPM3A500M,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,15
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,2,16 anni,4
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,5,18 anni,18
201617,ANPS00500T,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,18
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,1,18 anni,1
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,2,15 anni,2
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,3,18 anni,2
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,4,17 anni,4
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,4,18 anni,3
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,5,18 anni,4
201617,ANPS025003,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,4
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,1
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,3,17 anni,4
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,4,18 anni,3
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,5,17 anni,2
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,5,18 anni,10
201617,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,24
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,1,16 anni,3
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,2,17 anni,3
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,5,18 anni,4
201617,ANTD02500V,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,4
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,1,14 anni,2
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,1,16 anni,2
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,5,18 anni,15
201617,ANTD03500D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,16
201617,AP1E00100X,SCUOLA PRIMARIA,1,6 anni,13
201617,AP1E00100X,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,AP1E00100X,SCUOLA PRIMARIA,2,6 anni,2
201617,AP1E00100X,SCUOLA PRIMARIA,2,7 anni,15
201617,AP1E00100X,SCUOLA PRIMARIA,3,7 anni,2
201617,AP1E00100X,SCUOLA PRIMARIA,3,8 anni,28
201617,AP1E00100X,SCUOLA PRIMARIA,4,8 anni,5
201617,AP1E00100X,SCUOLA PRIMARIA,4,9 anni,18
201617,AP1E00100X,SCUOLA PRIMARIA,5,10 anni,19
201617,AP1E00100X,SCUOLA PRIMARIA,5,9 anni,3
201617,AP1E00200Q,SCUOLA PRIMARIA,1,6 anni,21
201617,AP1E00200Q,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,AP1E00200Q,SCUOLA PRIMARIA,2,6 anni,1
201617,AP1E00200Q,SCUOLA PRIMARIA,2,7 anni,14
201617,AP1E00200Q,SCUOLA PRIMARIA,2,8 anni,1
201617,AP1E00200Q,SCUOLA PRIMARIA,3,7 anni,1
201617,AP1E00200Q,SCUOLA PRIMARIA,3,8 anni,17
201617,AP1E00200Q,SCUOLA PRIMARIA,4,9 anni,15
201617,AP1E00200Q,SCUOLA PRIMARIA,5,10 anni,21
201617,AP1E00200Q,SCUOLA PRIMARIA,5,9 anni,1
201617,AP1E00300G,SCUOLA PRIMARIA,1,6 anni,7
201617,AP1E00300G,SCUOLA PRIMARIA,2,6 anni,1
201617,AP1E00300G,SCUOLA PRIMARIA,2,7 anni,10
201617,AP1E00300G,SCUOLA PRIMARIA,3,7 anni,1
201617,AP1E00300G,SCUOLA PRIMARIA,3,8 anni,5
201617,AP1E00300G,SCUOLA PRIMARIA,5,10 anni,15
201617,AP1E00300G,SCUOLA PRIMARIA,5,9 anni,7
201617,AP1E00300G,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,AP1E00400B,SCUOLA PRIMARIA,1,6 anni,14
201617,AP1E00400B,SCUOLA PRIMARIA,1,< di 6 anni,6
201617,AP1E00400B,SCUOLA PRIMARIA,2,6 anni,5
201617,AP1E00400B,SCUOLA PRIMARIA,2,7 anni,9
201617,AP1E00400B,SCUOLA PRIMARIA,3,7 anni,1
201617,AP1E00400B,SCUOLA PRIMARIA,3,8 anni,9
201617,AP1E00400B,SCUOLA PRIMARIA,4,8 anni,3
201617,AP1E00400B,SCUOLA PRIMARIA,4,9 anni,7
201617,AP1E00400B,SCUOLA PRIMARIA,5,10 anni,13
201617,AP1E00400B,SCUOLA PRIMARIA,5,9 anni,4
201617,AP1E005007,SCUOLA PRIMARIA,1,6 anni,24
201617,AP1E005007,SCUOLA PRIMARIA,1,< di 6 anni,2
201617,AP1E005007,SCUOLA PRIMARIA,2,6 anni,2
201617,AP1E005007,SCUOLA PRIMARIA,2,7 anni,14
201617,AP1E005007,SCUOLA PRIMARIA,2,8 anni,1
201617,AP1E005007,SCUOLA PRIMARIA,2,> di 10 anni,1
201617,AP1E005007,SCUOLA PRIMARIA,3,7 anni,2
201617,AP1E005007,SCUOLA PRIMARIA,3,8 anni,10
201617,AP1E005007,SCUOLA PRIMARIA,4,9 anni,14
201617,AP1E005007,SCUOLA PRIMARIA,5,10 anni,16
201617,AP1E005007,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,AP1E006003,SCUOLA PRIMARIA,1,6 anni,23
201617,AP1E006003,SCUOLA PRIMARIA,1,< di 6 anni,2
201617,AP1E006003,SCUOLA PRIMARIA,2,7 anni,24
201617,AP1E006003,SCUOLA PRIMARIA,3,7 anni,1
201617,AP1E006003,SCUOLA PRIMARIA,3,8 anni,30
201617,AP1E006003,SCUOLA PRIMARIA,4,8 anni,1
201617,AP1E006003,SCUOLA PRIMARIA,4,9 anni,24
201617,AP1E006003,SCUOLA PRIMARIA,5,10 anni,21
201617,AP1E006003,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,AP1M001005,SCUOLA SECONDARIA I GRADO,1,11 anni,18
201617,AP1M001005,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,AP1M001005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,AP1M001005,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201617,AP1M001005,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,AP1M001005,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,AP1M001005,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201617,AP1M002001,SCUOLA SECONDARIA I GRADO,2,12 anni,15
201617,AP1M002001,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201617,AP1M002001,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,AP1M002001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,AP1MQR5004,SCUOLA SECONDARIA I GRADO,1,11 anni,4
201617,AP1MQR5004,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,AP1MQR5004,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,AP1MQR5004,SCUOLA SECONDARIA I GRADO,2,12 anni,9
201617,AP1MQR5004,SCUOLA SECONDARIA I GRADO,3,13 anni,6
201617,AP1MQR5004,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,AP1MUM500N,SCUOLA SECONDARIA I GRADO,3,13 anni,20
201617,APPCFC500H,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,APPCFC500H,SCUOLA SECONDARIA II GRADO,4,17 anni,1
201617,APPCFC500H,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,1,14 anni,8
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,2,15 anni,8
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,2,16 anni,8
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,3,16 anni,10
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,APPM04500X,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,1,14 anni,2
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,2,16 anni,3
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,3,15 anni,2
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,3,16 anni,10
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,4,17 anni,9
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,5,18 anni,3
201617,APPMRQ500C,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,12
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,1,14 anni,5
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,2,15 anni,6
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,3,16 anni,10
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,4,17 anni,10
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,5,18 anni,6
201617,APPQ045004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,6
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,4,17 anni,6
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,4,18 anni,7
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,5,18 anni,11
201617,APPS80500B,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,8
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,1,14 anni,16
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,2,15 anni,18
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,3,15 anni,2
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,3,16 anni,22
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,4,17 anni,16
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,5,18 anni,15
201617,APPSZ65005,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,2,15 anni,5
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,4,17 anni,6
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,5,18 anni,2
201617,APRFQG500G,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,6
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,1,16 anni,3
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,2,17 anni,3
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,3,18 anni,6
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,4,18 anni,5
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,7
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,5,18 anni,21
201617,APTD02500D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,34
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,1,14 anni,24
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,1,15 anni,3
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,2,15 anni,16
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,3,16 anni,14
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,4,17 anni,18
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,APTFOR5004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,APTL015009,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,APTL015009,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,APTL015009,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,APTL015009,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,APTL015009,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,4
201617,APTL015009,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,APTL015009,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,31
201617,AQ1E00100E,SCUOLA PRIMARIA,1,6 anni,20
201617,AQ1E00100E,SCUOLA PRIMARIA,1,< di 6 anni,5
201617,AQ1E00100E,SCUOLA PRIMARIA,2,6 anni,4
201617,AQ1E00100E,SCUOLA PRIMARIA,2,7 anni,10
201617,AQ1E00100E,SCUOLA PRIMARIA,3,7 anni,3
201617,AQ1E00100E,SCUOLA PRIMARIA,3,8 anni,21
201617,AQ1E00100E,SCUOLA PRIMARIA,4,8 anni,1
201617,AQ1E00100E,SCUOLA PRIMARIA,4,9 anni,17
201617,AQ1E00100E,SCUOLA PRIMARIA,5,10 anni,16
201617,AQ1E00100E,SCUOLA PRIMARIA,5,9 anni,1
201617,AQ1E00200A,SCUOLA PRIMARIA,1,6 anni,23
201617,AQ1E00200A,SCUOLA PRIMARIA,1,7 anni,1
201617,AQ1E00200A,SCUOLA PRIMARIA,1,< di 6 anni,7
201617,AQ1E00200A,SCUOLA PRIMARIA,2,6 anni,3
201617,AQ1E00200A,SCUOLA PRIMARIA,2,7 anni,15
201617,AQ1E00200A,SCUOLA PRIMARIA,3,7 anni,3
201617,AQ1E00200A,SCUOLA PRIMARIA,3,8 anni,17
201617,AQ1E00200A,SCUOLA PRIMARIA,4,8 anni,7
201617,AQ1E00200A,SCUOLA PRIMARIA,4,9 anni,16
201617,AQ1E00200A,SCUOLA PRIMARIA,5,10 anni,19
201617,AQ1E00200A,SCUOLA PRIMARIA,5,9 anni,10
201617,AQ1E003006,SCUOLA PRIMARIA,1,6 anni,18
201617,AQ1E003006,SCUOLA PRIMARIA,1,< di 6 anni,7
201617,AQ1E003006,SCUOLA PRIMARIA,2,6 anni,2
201617,AQ1E003006,SCUOLA PRIMARIA,2,7 anni,17
201617,AQ1E003006,SCUOLA PRIMARIA,3,7 anni,8
201617,AQ1E003006,SCUOLA PRIMARIA,3,8 anni,17
201617,AQ1E003006,SCUOLA PRIMARIA,4,8 anni,4
201617,AQ1E003006,SCUOLA PRIMARIA,4,9 anni,15
201617,AQ1E003006,SCUOLA PRIMARIA,5,10 anni,18
201617,AQ1E003006,SCUOLA PRIMARIA,5,9 anni,9
201617,AQ1E004002,SCUOLA PRIMARIA,1,6 anni,22
201617,AQ1E004002,SCUOLA PRIMARIA,1,< di 6 anni,6
201617,AQ1E004002,SCUOLA PRIMARIA,2,6 anni,2
201617,AQ1E004002,SCUOLA PRIMARIA,2,7 anni,21
201617,AQ1E004002,SCUOLA PRIMARIA,3,7 anni,5
