Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICEEDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Fossano|4089|Amministrazione comunale|2017-12-15|2018-02-01|2018-03-17|Fossano|COMUNE|0040890022||CNEE86502R||||Si|44.540690000000005|7.71709|Ristrutturazione|In approvazione|D44H17000110004|75000.0|75000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Fossano|4089|Amministrazione comunale|2017-12-15|2018-02-01|2018-12-31|Fossano|COMUNE|0040890002||CNAA86501E||||No|44.547318|7.726114999999999|Adeguamento impiantistica e/o antincendio Ristrutturazione|Start|D44H17000100004|100000.0|100000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Fossano|4089|Amministrazione comunale|2017-12-15|2018-02-01|2018-12-31|Fossano|COMUNE|0040890006||CNEE86501Q||||No|44.547689|7.720503999999999|Adeguamento sismico|Start|D41E16000030004|210000.0|210000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Fossano|4089|Amministrazione comunale|2017-12-15|2018-02-01|2018-12-31|Fossano|COMUNE|0040890016||CNMM86601E||||No|44.553225|7.725685|Adeguamento impiantistica e/o antincendio Ristrutturazione|Start|D44H17000120004|250000.0|250000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Monasterolo di Savigliano|4128|Amministrazione comunale|2017-12-15|2017-06-15|2017-12-31|Monasterolo di Savigliano|COMUNE|0041280002||CNEE83102N|MONASTEROLO SAVIGLIANO CAPOL.|||No|44.685478|7.621205000000001|Efficientamento energetico|Concluso|G71E17000030004|70000.0|70000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Moretta|4143|Amministrazione comunale|2017-12-15|2018-03-26|2018-09-08|Moretta|COMUNE|0041430003||CNEE83106T|MORETTA - CAPOL.|||No|44.7648|7.541002000000001|Bonifica amianto|In approvazione|J41E15000420004|940000.0|510226.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Polonghera|4171|Amministrazione comunale|2017-12-15|2017-10-10|2017-12-31|Polonghera|COMUNE|0041710001||CNEE83107V|POLONGHERA - CAPOLUOGO|||No|44.803225|7.596063000000001|Efficientamento energeticoRistrutturazione|Cantiere aperto|G52F17000020004|179000.0|179000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Robilante|4185|Amministrazione comunale|2017-12-15|2018-03-26|2018-08-31|Robilante|COMUNE|0041850001||CNMM81001E|ROBILANTE|||No|44.293642|7.513375|Ristrutturazione|Start|H11E17000270002|158000.0|35000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|San Michele Mondovì|4210|Amministrazione comunale|2017-10-15|2017-02-13|2017-04-10|San Michele Mondov?|COMUNE|0042100002||CNMM81101A|SAN MICHELE MONDOVI`|||No|44.377315|7.909758999999999|Adeguamento impiantistica e/o antincendio Efficientamento energetico|Concluso|J81E15000920001|64500.23|17515.23
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Alba|004003|MIUR|2017-07-31|2016-04-26|2016-11-21|CUNEO|PROVINCIA|0040030035|CNPS030008|CNSL007015|ALBA  PINOT GALLIZIO |||No|44.69638|8.03014|Adeguamento normativo|Concluso|I81E15000500002|676594.99|676594.99
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Benevello|004020|MIUR|2017-07-31|2016-07-14|2016-09-14|BENEVELLO|COMUNE|0040200001|CNIC81400R|CNAA81402P|BENEVELLO||Adeguamento sismico di un antico edificio in pietra. Sono state eseguite fasciature con fibre al titanio. iniezioni di consolidamento delle pareti in pietra. dopo aver eseguito ispezioni con telecamere all’interno dell’intercapedine tra la muratura esterna e quella interna. Consolidati anche i solai.|No|44.628233|8.10572|Miglioramento sismico|Concluso|H71E15000270005|160000.0|144000.0
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Borgo San Dalmazzo|004025|MIUR|2017-07-31|2016-04-20|2016-11-30|BORGO SAN DALMAZZO|COMUNE|0040250009|CNIC80800D|CNMM80801E|"BORGO S. DALMAZZO ""GRANDIS"""|||No|44.327982|7.489031|Efficientamento energetico|Concluso|C34H15000860001|799868.0|799868.0
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Borgo San Dalmazzo|004025|MIUR|2017-07-31|2016-04-20|2016-10-17|BORGO SAN DALMAZZO|COMUNE|0040250004|CNIC80800D|CNEE80804P|BORGO S.DALMAZZO-DON P. LUCIANO|||No|44.338198|7.493569|Miglioramento sismico|Concluso|C31E15000330001|800000.0|800000.0
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Bossolasco|004027|MIUR|2017-07-31|2016-06-14|2017-04-09|BOSSOLASCO|COMUNE|0040270002|CNIC81400R|CNAA81403Q|BOSSOLASCO-CAPOLUOGO|||Si|44.52717|8.056039|Miglioramento sismico|Cantiere aperto|E59D15000450001|523599.62|523599.62
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Bra|004029|MIUR|2017-07-31|2016-05-23|2017-02-24|BRA|COMUNE|0040290029|CNEE063004|CNEE063026|"BRA- ""EDOARDO MOSCA"""|||No|44.696296000000004|7.845575999999999|Manutenzione straordinaria|Concluso|G74H15001050002|300000.0|300000.0
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Brossasco|004033|MIUR|2017-07-31|2016-05-02|2016-06-30|BROSSASCO|COMUNE|0040330001|CNIC826003|CNEE826015|BROSSASCO - CAPOLUOGO|||No|44.570306|7.360424000000001|Manutenzione straordinaria|Concluso|B21E15000470002|56468.38|55955.56
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Canale|004037|MIUR|2017-07-31|2016-09-07|2017-10-01|CANALE|COMUNE|0040370001|CNIC82200Q|CNMM82201R|"CANALE ""MONSIGNOR L.SIBONA"""|||No|44.794986|7.994403999999999|Adeguamento normativo|Cantiere aperto|E66J15000010002|800000.0|800000.0
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Caramagna Piemonte|004041|MIUR|2017-07-31|2016-05-27|2017-05-29|CARAMAGNA PIEMONTE|COMUNE|0040410002|CNIC838009|CNAA838038|CARAMAGNA P.TE-CAPOLUOGO|||No|44.782992|7.738949000000001|Manutenzione straordinaria|Concluso|H11E15000060001|497127.84|497127.84
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Cardè|004042|MIUR|2017-07-31|2016-07-05|2016-07-27|CARDE`|COMUNE|0040420003|CNIC83100E|CNEE83105R|CARDE` - CAPOL.|||No|44.743644|7.481766|Manutenzione straordinaria|Concluso|I29E13000230004|120000.0|119002.83
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Carrù|004043|MIUR|2017-07-31|2016-04-21|2017-07-15|CARRU`|COMUNE|0040430001|CNIC80600T|CNEE806021|CARRU`|||No|44.477996000000005|7.873856|Efficientamento energetico|Cantiere aperto|J31E15000580001|783339.5|783339.5
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Ceresole Alba|004062|MIUR|2017-07-31|2016-04-01|2016-09-27|CERESOLE ALBA|COMUNE|0040620001|CNIC817008|CNEE81701A|CERESOLE ALBA|||No|44.801306|7.818533|Efficientamento energetico|Concluso|F41E15000070001|715000.0|715000.0
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Cervere|004065|MIUR|2017-07-31|2016-08-25|2017-02-22|CERVERE|COMUNE|0040650003|CNMM14800T|CNMM14801V|FOSSANO SS CERVERE|||No|44.635849|7.787794|Efficientamento energetico|Concluso|B71E15000480004|800000.0|600000.0
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Ceva|004066|MIUR|2017-07-31|2016-05-18|2016-11-15|CEVA|COMUNE|0040660001|CNIC813001|CNAA81303X|CEVA-CAPOLUOGO|||No|44.383379|8.031329|Manutenzione straordinaria|Concluso|C86D13001230001|676120.69|676120.69
Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Piemonte|Cuneo|Chiusa di Pesio|004068|MIUR|2017-07-31|2016-06-06|2017-05-22|CHIUSA DI PESIO|COMUNE|0040680003|CNIC841005|CNMM841016|"CHIUSA DI PESIO ""T.VALLAURI"""|||No|44.326634999999996|7.67485|Miglioramento sismico|Concluso|C11E15000350006|800000.0|800000.0
