ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPERFICIEAREATOTALE, SPERFICIEAREALIBERA, VOLUME
201516,BAEE87301G,0720300660,"4.350,00","1.752,00","35.073,00"
201516,BAEE87302L,0720300454,"1.000,00","750,00","850,00"
201516,BAEE87401B,0720300455,"12.000,00","8.100,00","150.000,00"
201516,BAEE87401B,0720301487,"12.000,00","8.190,00","5.500,00"
201516,BAEE87402C,0720301411,"8.965,00","7.025,00","9.800,00"
201516,BAEE87403D,0720300458,"815,00","300,00","1.450,00"
201516,BAEE875017,0720300451,"3.700,00","2.400,00","18.000,00"
201516,BAEE876013,0720300459,"8.000,00","5.000,00","16.800,00"
201516,BAEE87701V,0720440482,"5.317,20","3.403,95","17.219,25"
201516,BAEE877042,0720440483,"3.995,00","2.105,00","7.687,00"
201516,BAEE87801P,0720200135,"6.072,00","3.279,00","557,00"
201516,BAEE87901E,0720200134,"3.661,00","239,00","3.484,00"
201516,BAEE87902G,0720200132,"880,00","327,00","5.789,00"
201516,BAEE88001P,0720200128,"5.479,00","3.741,00","12.709,00"
201516,BAEE88101E,0720230422,"5.138,00","1.921,00","10.920,00"
201516,BAEE88102G,0720340299,"4.040,00","3.605,00","3.045,00"
201516,BAEE88201A,0720290446,"4.360,00","2.006,00","32.391,00"
201516,BAEE88202B,0720291572,"3.646,00",-,"16.791,00"
201516,BAEE883016,0720081534,"4.400,00","3.100,00","1.200,00"
201516,BAEE884012,0720060322,"5.490,00","2.966,00","12.700,00"
201516,BAEE884023,0720061582,"6.020,00","3.920,00","17.000,00"
201516,BAEE88501T,0720480494,"2.700,00","1.700,00","6.000,00"
201516,BAEE88601N,0720060358,"9.469,00","5.871,00","15.077,00"
201516,BAEE88602P,0720060360,"5.200,00","3.700,00","10.380,00"
201516,BAEE88701D,0720230424,"6.473,00","4.863,00","12.800,00"
201516,BAEE888019,0720231632,"8.044,00","6.280,00","9.366,00"
201516,BAEE890019,0720220145,"5.600,00","3.300,00","24.200,00"
201516,BAEE89002A,0720221128,"2.300,00","450,00","10.000,00"
201516,BAEE891015,0720220420,"5.060,00","3.500,00","6.000,00"
201516,BAEE891026,0720220421,"9.400,00","7.130,00","15.000,00"
201516,BAEE892011,1100021406,"2.607,00","870,00","6.600,00"
201516,BAEE89301R,1100010375,"3.600,00","1.250,00","13.300,00"
201516,BAEE89302T,1100010377,"4.250,00","950,00","9.400,00"
201516,BAIC80000Q,1100060433,"3.566,00","2.160,00","17.350,00"
201516,BAIC80100G,1100080613,"6.000,00","2.000,00","20.000,00"
201516,BAIC803007,0720060312,"1.299,00","297,00","12.290,00"
201516,BAIC804003,0720180311,"715,00",-,"5.000,00"
201516,BAIC804003,0720180503,"500,00",-,"3.600,00"
201516,BAIC804003,0720180504,"6.015,00",-,"2.005,00"
201516,BAIC804003,0720180567,"6.150,00","4.840,00","5.350,00"
201516,BAIC80500V,0720391252,"8.522,00","6.615,00","9.121,00"
201516,BAIC80600P,0720060016,"11.142,00","7.921,00","19.942,00"
201516,BAIC80700E,0720061464,"2.246,00","835,00","22.860,00"
201516,BAIC80800A,0720110557,"12.070,00","8.588,00","26.159,00"
201516,BAIC809006,0720111531,"7.800,00","5.640,00","13.021,00"
201516,BAIC811006,0720230587,"2.991,00","1.275,00","12.261,00"
201516,BAIC812002,0720060352,"7.445,00","5.677,00","18.051,00"
201516,BAIC81300T,0720061630,"4.313,00","2.193,00","18.958,00"
201516,BAIC81400N,0720060318,"1.019,00","231,00","20.884,00"
201516,BAIC81500D,0720061369,"2.722,00","672,00","23.460,00"
201516,BAIC816009,0720061668,"13.000,00","5.842,00","26.380,00"
201516,BAIC817005,0720060343,"3.690,00","2.301,00","14.284,00"
201516,BAIC818001,0720061633,"4.676,00","2.670,00","19.780,00"
201516,BAIC81900R,0720060348,"2.908,00","1.371,00","8.118,00"
201516,BAIC820001,0720030367,"2.754,00","485,00","40.897,00"
201516,BAIC82100R,0720040058,"6.840,00","4.430,00","1.327,00"
201516,BAIC82200L,0720100080,"3.630,00",-,"18.400,00"
201516,BAIC82300C,0720140401,"3.900,00","2.160,00","15.024,00"
201516,BAIC824008,0720140502,"6.090,00","4.790,00","6.650,00"
201516,BAIC825004,0720160405,"1.775,00",-,"8.230,00"
201516,BAIC82600X,0720170406,"6.500,00","3.198,00","23.230,00"
201516,BAIC82700Q,0720171623,"3.875,00","2.900,00","17.700,00"
201516,BAIC82800G,0720210416,"2.310,00","420,00","40.068,00"
201516,BAIC82900B,0720210581,"1.020,00","385,00","6.304,00"
201516,BAIC83100B,0720250428,"3.018,00","1.676,00","1.385,00"
201516,BAIC832007,0720400256,"2.791,00","785,00","19.160,00"
201516,BAIC833003,0720470632,"5.280,00",-,"4.800,00"
201516,BAIC83400V,0720020366,"5.840,00","3.850,00","12.350,00"
201516,BAIC83500P,0720021280,"2.630,00","1.980,00","2.570,00"
201516,BAIC83600E,0720120734,"4.580,00","2.629,00","10.224,00"
201516,BAIC83700A,0720310605,"11.000,00","7.903,00","13.740,00"
201516,BAIC838006,0720310463,"3.550,00","2.010,00","10.500,00"
201516,BAIC839002,0720320607,"8.126,00","5.907,00","19.471,00"
201516,BAIC840006,0720320464,"6.648,00","3.428,00","14.662,00"
201516,BAIC84200T,0720060326,"8.298,00","5.758,00","3.058,00"
201516,BAIC84300N,0720060032,"13.308,00","10.773,00","19.012,00"
201516,BAIC84400D,0720060534,"5.178,00","2.626,00","14.828,00"
201516,BAIC845009,0720060320,"4.944,00","2.345,00","15.976,00"
201516,BAIC846005,0720061366,"4.492,00","3.231,00","11.275,00"
201516,BAIC847001,0720060317,"2.632,00","1.211,00","20.477,00"
201516,BAIC84800R,0720110558,"5.550,00","3.417,00","6.143,00"
201516,BAIC84900L,0720110394,"3.800,00","1.790,00","15.389,00"
201516,BAIC85000R,0720110392,"5.992,00","3.729,00","15.850,00"
201516,BAIC85100L,1100040563,"2.207,00","365,00","19.494,00"
201516,BAIC85200C,1100040564,"7.449,00","5.544,00","16.168,00"
201516,BAIC85200C,1100041509,"7.449,00","5.544,00","16.168,00"
201516,BAIC853008,1100040400,"5.709,00","3.292,00","17.086,00"
201516,BAIC854004,0720290449,"6.875,00","4.566,00","17.087,00"
201516,BAIC85500X,0720290443,"13.086,00","9.571,00","16.929,00"
201516,BAIC85600Q,0720290445,"3.446,00","1.192,00","24.092,00"
201516,BAIC85700G,0720291146,"3.646,00","5.000,00","147.735,00"
201516,BAIC85800B,0720360241,"5.126,00","3.347,00","11.612,00"
201516,BAIC85800B,0720361124,"4.552,00","2.347,00","18.741,00"
201516,BAIC859007,0720360241,"5.126,00","3.347,00","11.612,00"
201516,BAIC859007,0720360469,"4.760,00","3.232,00","7.603,00"
201516,BAIC86000B,1100010373,"2.600,00","800,00","1.800,00"
201516,BAIC862003,1100010379,"4.700,00","2.400,00","9.400,00"
201516,BAIC86300V,1100010380,"6.800,00","3.400,00","14.000,00"
201516,BAIC86400P,1100010382,"15.670,00",-,"15.600,00"
201516,BAIC86600A,1100021411,"6.884,00","4.429,00","23.089,00"
201516,BAIC867006,1100021408,"4.929,00","3.364,00","10.188,00"
201516,BAIC868002,0720200414,"5.920,00","4.493,00","10.266,00"
201516,BAIC86900T,0720331034,"4.000,00","2.220,00","9.860,00"
201516,BAIC870002,0720331574,"5.000,00","4.140,00","10.200,00"
201516,BAIC87100T,0720350236,"956,00","226,00","4.320,00"
201516,BAIC87200N,0720350608,"2.420,00","1.470,00","7.350,00"
201516,BAIC87300D,0720300660,"4.350,00","1.752,00","35.073,00"
201516,BAIC874009,0720300455,"12.000,00","8.100,00","150.000,00"
201516,BAIC875005,0720300451,"3.700,00","2.400,00","18.000,00"
201516,BAIC876001,0720300459,"8.000,00","5.000,00","16.800,00"
201516,BAIC87700R,0720440482,"5.317,20","3.403,95","17.219,25"
201516,BAIC87800L,0720200135,"6.072,00","3.279,00","557,00"
201516,BAIC87900C,0720200575,"12.030,00","9.356,00","18.305,00"
201516,BAIC88000L,0720200128,"5.479,00","3.741,00","12.709,00"
201516,BAIC88100C,0720230422,"5.138,00","1.921,00","10.920,00"
201516,BAIC882008,0720290446,"4.360,00","2.006,00","32.391,00"
201516,BAIC883004,0720240589,"3.681,00","2.518,00","10.005,00"
201516,BAIC88400X,0720060322,"5.490,00","2.966,00","12.700,00"
201516,BAIC88500Q,0720480493,"3.000,00","1.500,00","6.600,00"
201516,BAIC88600G,0720060358,"9.469,00","5.871,00","15.077,00"
201516,BAIC88700B,0720230424,"6.473,00","4.863,00","12.800,00"
201516,BAIC888007,0720230585,"5.408,00","3.512,00","10.936,00"
201516,BAIC889003,0720060511,"5.692,00","3.099,00","11.100,00"
201516,BAIC89200V,1100021406,"2.607,00","870,00","6.600,00"
201516,BAIC89300P,1100010377,"4.250,00","950,00","9.400,00"
201516,BAIS00100Q,0720300788,"28.760,00","17.510,00","59.255,00"
201516,BAIS00200G,0720210688,"17.000,00","8.800,00","26.000,00"
201516,BAIS00300B,0720430710,"11.000,00","10.000,00","12.500,00"
201516,BAIS004007,0720040819,"2.800,00",-,"4.224,00"
201516,BAIS00700P,1100040779,"8.635,00","6.904,00","12.680,00"
201516,BAIS00800E,0720060827,"12.000,00","8.700,00","21.000,00"
201516,BAIS01100A,0720290694,"19.200,00","10.300,00","66.750,00"
201516,BAIS01100A,0720290696,"10.066,00",-,"11.378,00"
201516,BAIS013002,0720230789,"15.100,00",-,"23.000,00"
201516,BAIS01400T,0720190644,"2.450,00","250,00","29.700,00"
201516,BAIS01600D,0720410757,"10.360,00",-,"12.800,00"
201516,BAIS017009,0720170780,"6.080,00","3.260,00","25.980,00"
201516,BAIS02200R,0720041657,"11.500,00","8.200,00","23.100,00"
201516,BAIS02300L,0720360468,"250,00",-,"2.475,00"
201516,BAIS02400C,0720250162,"11.380,00","8.780,00","18.720,00"
201516,BAIS02400C,0720250770,"7.230,00","4.454,00","26.575,00"
201516,BAIS026004,0720010792,"13.540,00","8.160,00","24.056,00"
201516,BAIS02700X,0720301617,"2.675,00","1.685,00","11.530,00"
201516,BAIS02800Q,0720280698,"12.193,00","4.500,00","44.818,00"
201516,BAIS02900G,0720270795,"15.625,00",-,"60.210,00"
201516,BAIS03100G,0720161178,"13.250,00","10.070,00","19.100,00"
201516,BAIS03200B,0720060741,"16.625,00","9.945,00","45.700,00"
201516,BAIS033007,0720010734,"15.227,00","11.020,00","27.960,00"
201516,BAIS034003,0720360471,"27.690,00",-,"54.632,00"
201516,BAIS03600P,1100030721,"7.200,00","4.515,00","10.510,00"
201516,BAIS03700E,0720060726,"12.300,00",-,"49.000,00"
201516,BAIS039006,0720200766,"14.744,00","8.130,00","28.374,00"
201516,BAIS041006,0720290716,"10.700,00","7.800,00","20.600,00"
201516,BAIS042002,0720291670,"15.700,00","10.600,00","36.000,00"
201516,BAIS04300T,1100011557,"15.950,00","10.780,00","33.095,00"
201516,BAIS04400N,1100010731,"15.950,00","10.780,00","33.095,00"
201516,BAIS046009,1100021433,"9.100,00","6.500,00","24.500,00"
201516,BAIS047005,0720060768,"1.939,00","815,00","13.500,00"
201516,BAIS048001,1100021410,"45.224,00","33.134,00","36.996,00"
201516,BAIS04900R,0720060810,"10.200,00","7.200,00","32.000,00"
201516,BAIS05100R,0720430638,"22.009,00",-,"32.748,00"
201516,BAIS05200L,0720310692,"7.140,00","3.694,00","16.166,00"
201516,BAIS05200L,0720310693,"729,00","174,00","4.134,00"
201516,BAIS05300C,0720300763,"6.280,00","2.955,00","31.860,00"
201516,BAIS054008,0720200635,"6.250,00","4.770,00","13.886,00"
201516,BAIS05600X,1100010799,"18.870,00","13.840,00","25.530,00"
201516,BAIS05700Q,1100030775,"30.150,00","23.000,00","19.500,00"
201516,BAIS05800G,1100090784,"9.048,00","4.214,00","40.257,00"
201516,BAIS05900B,0720061168,"16.000,00",-,"35.800,00"
201516,BAIS06100B,0720060778,"6.100,00","3.550,00","26.800,00"
201516,BAIS062007,0720060772,"560,00","200,00","1.400,00"
201516,BAIS063003,0720060657,"4.300,00","2.150,00","51.500,00"
201516,BAIS06400V,0720290694,"19.200,00","10.300,00","66.750,00"
201516,BAIS06600E,0720060819,"2.433,00","1.083,00","15.000,00"
201516,BAMM003008,0720060315,"1.442,00","435,00","20.925,00"
201516,BAMM004004,0720060361,"9.770,00","5.620,00","42.000,00"
201516,BAMM02200N,0720060520,"7.486,00","4.856,00","26.556,00"
201516,BAMM03600G,0720060884,"1.739,00","1.303,00","1.539,00"
201516,BAMM059008,0720040542,"4.250,00","580,00","17.540,00"
201516,BAMM059008,0720040639,"750,00","150,00","5.930,00"
201516,BAMM059008,0720040955,"1.336,00",-,"1.000,00"
201516,BAMM06300X,0720041526,"8.120,00","6.270,00","11.200,00"
201516,BAMM07800N,1100021395,"8.003,00","5.343,00","14.841,00"
201516,BAMM08100D,1100021451,"7.271,00","3.838,00","10.165,00"
201516,BAMM089004,1100030554,"9.100,00","6.139,00","21.640,00"
201516,BAMM109004,0720150114,"4.606,00","3.616,00","7.460,00"
201516,BAMM109004,0720150568,"4.097,00","2.267,00","11.820,00"
201516,BAMM18600D,0720370616,"3.800,00","2.150,00","6.788,00"
201516,BAMM18600D,0720370809,"4.800,00","3.280,00","6.552,00"
201516,BAMM18600D,0720371519,"4.800,00","3.280,00","4.002,00"
201516,BAMM18600D,0720371534,"3.800,00","2.150,00","3.532,00"
201516,BAMM18600D,0720371535,"3.800,00","2.150,00","3.864,00"
201516,BAMM209001,1100090627,"6.483,00","3.725,00","18.000,00"
201516,BAMM21200R,1100090629,"2.274,00","882,00","14.733,00"
201516,BAMM21200R,1100090647,"1.379,00",-,"18.705,00"
201516,BAMM244008,0720060359,"7.155,00","4.736,00","22.176,00"
201516,BAMM252007,1100090628,"9.354,00","6.798,00","23.000,00"
201516,BAMM252007,1100090785,"5.850,00","3.855,00","18.000,00"
201516,BAMM25500P,0720010538,"1.545,00","212,00","14.785,00"
201516,BAMM25500P,0720010539,"2.106,00","729,00","5.770,00"
201516,BAMM25500P,0720010666,"2.106,00",-,"2.060,00"
201516,BAMM25500P,0720011558,"813,00",-,"2.755,00"
201516,BAMM25500P,0720011559,"2.106,00",-,"1.631,00"
201516,BAMM25600E,0720190572,"8.640,00","3.594,00","12.589,00"
201516,BAMM25600E,0720190573,"6.200,00","2.491,00","10.228,00"
201516,BAMM25700A,0720280596,"4.819,00","3.079,00","14.554,00"
201516,BAMM25700A,0720280597,"7.655,00","6.430,00","10.464,00"
201516,BAMM279007,0720270438,"5.200,00","13.160,00","10.100,00"
201516,BAMM279007,0720270594,"4.350,00","2.850,00","9.600,00"
201516,BAMM279007,0720270595,"8.000,00","6.200,00","13.000,00"
201516,BAMM281007,0720380717,"15.259,00","11.938,00","7.850,00"
201516,BAMM281007,0720380718,"15.259,00","11.938,00","5.778,00"
201516,BAMM281007,0720380721,"2.462,00","378,00","7.680,00"
201516,BAMM282003,0720410583,"7.500,00","4.886,00","3.700,00"
201516,BAMM282003,0720410592,"7.500,00","4.886,00","5.355,00"
201516,BAMM282003,0720410621,"9.200,00","7.150,00","10.725,00"
201516,BAMM282003,0720410622,"7.500,00","4.886,00","5.355,00"
201516,BAMM287006,0720040049,"6.000,00","4.160,00","18.200,00"
201516,BAMM287006,0720040711,"5.350,00","3.000,00","1.411,00"
201516,BAMM290002,0720430267,"14.280,00",-,"19.120,00"
201516,BAMM290002,0720430625,"6.100,00","2.900,00","18.294,00"
201516,BAMM29100T,1100030553,"822,00",-,"10.522,00"
201516,BAMM29100T,1100030759,"14.773,00","12.360,00","24.130,00"
201516,BAMM29100T,1100031030,"6.900,00","4.046,00","8.678,00"
201516,BAMM29100T,1100031038,"958,00",-,"6.423,00"
201516,BAMM29100T,1100031048,"396,00",-,"2.243,00"
201516,BAMM29200N,0720460630,"5.345,00","3.669,00","13.180,00"
201516,BAMM29200N,0720460631,"9.967,00",-,"14.665,00"
201516,BAMM29200N,0720460816,"341,00",-,"1.689,00"
201516,BAMM29300D,1100010547,"2.900,00","1.730,00","17.550,00"
201516,BAMM29300D,1100011487,"11.580,00","9.310,00","20.740,00"
201516,BAMM294009,1100010551,"2.990,00","1.820,00","15.400,00"
201516,BAMM29700R,0720061464,"2.246,00","835,00","22.860,00"
201516,BAMM29800L,0720230585,"5.408,00","3.512,00","10.936,00"
201516,BAMM30000B,1100021418,"5.256,00","3.273,00","15.427,00"
201516,BAMM30000B,1100021424,"7.227,00","4.960,00","26.642,00"
201516,BAMM80001R,1100060592,"8.550,00","5.345,00","14.460,00"
201516,BAMM80101L,1100080623,"7.700,00",-,"10.000,00"
201516,BAMM803018,0720060527,"1.400,00","482,00","13.311,00"
201516,BAMM804014,0720180567,"6.150,00","4.840,00","5.350,00"
201516,BAMM804014,0720180568,"2.000,00",-,"6.370,00"
201516,BAMM80501X,0720391252,"8.522,00","6.615,00","9.121,00"
201516,BAMM80601Q,0720060016,"11.142,00","7.921,00","19.942,00"
201516,BAMM80601Q,0720060330,"4.837,00","3.652,00","2.599,00"
201516,BAMM80701G,0720061464,"2.246,00","835,00","22.860,00"
201516,BAMM80801B,0720110499,"5.400,00","3.000,00","10.976,00"
201516,BAMM80802C,0720110082,"3.616,00","2.945,00","2.482,00"
201516,BAMM809017,0720110557,"12.070,00","8.588,00","26.159,00"
201516,BAMM811017,0720230587,"2.991,00","1.275,00","12.261,00"
201516,BAMM812013,0720060353,"11.000,00","7.628,00","13.680,00"
201516,BAMM81301V,0720061630,"4.313,00","2.193,00","18.958,00"
201516,BAMM81401P,0720060508,"2.117,00","485,00","28.036,00"
201516,BAMM81501E,0720060524,"4.250,00","1.100,00","49.000,00"
201516,BAMM81601A,0720061668,"13.000,00","5.842,00","26.380,00"
201516,BAMM817016,0720060515,"4.746,00","2.178,00","22.395,00"
201516,BAMM818012,0720061188,"1.952,00","879,00","9.536,00"
201516,BAMM818012,0720061633,"4.676,00","2.670,00","19.780,00"
201516,BAMM81901T,0720060533,"10.708,00","7.541,00","20.250,00"
201516,BAMM820012,0720030541,"2.425,00","933,00","11.578,00"
201516,BAMM82101T,0720040544,"16.100,00","11.750,00","25.200,00"
201516,BAMM82201N,0720100555,"3.190,00",-,"11.530,00"
201516,BAMM82301D,0720140566,"5.130,00","2.615,00","5.510,00"
201516,BAMM824019,0720141288,"5.750,00","4.250,00","12.660,00"
201516,BAMM825015,0720160569,"4.148,00","2.079,00","11.850,00"
201516,BAMM826011,0720171567,"6.083,00",-,"2.460,00"
201516,BAMM82701R,0720170550,"1.080,00",-,"8.594,00"
201516,BAMM82801L,0720210580,"7.850,00","4.855,00","2.503,00"
201516,BAMM82801L,0720210651,"7.850,00","4.855,00","10.003,00"
201516,BAMM82801L,0720211393,"7.850,00","4.855,00","2.503,00"
201516,BAMM82901C,0720210581,"1.020,00","385,00","6.304,00"
201516,BAMM83101C,0720250591,"9.595,00","6.470,00","24.625,00"
201516,BAMM832018,0720400620,"2.243,00","937,00","10.690,00"
201516,BAMM833014,0720470632,"5.280,00",-,"4.800,00"
201516,BAMM83401X,0720020540,"9.470,00","7.000,00","16.270,00"
201516,BAMM83401X,0720020830,"4.890,00","3.590,00","750,00"
201516,BAMM83501Q,0720020830,"4.890,00","3.590,00","750,00"
201516,BAMM83601G,0720120734,"4.580,00","2.629,00","10.224,00"
201516,BAMM83701B,0720310605,"11.000,00","7.903,00","13.740,00"
201516,BAMM83701B,0720310692,"7.140,00","3.694,00","16.166,00"
201516,BAMM83701B,0720311609,"2.630,00","600,00","12.000,00"
201516,BAMM83701B,0720311612,"980,00","630,00","2.310,00"
201516,BAMM838017,0720311611,"1.200,00","230,00","1.700,00"
201516,BAMM839013,0720320607,"8.126,00","5.907,00","19.471,00"
201516,BAMM840017,0720320230,"5.411,00","4.009,00","3.485,00"
201516,BAMM840017,0720320608,"6.898,00","4.422,00","17.929,00"
201516,BAMM840017,0720320609,"6.898,00","4.422,00","3.300,00"
201516,BAMM84201V,0720060531,"4.033,00","2.340,00","7.159,00"
201516,BAMM84201V,0720060727,"2.648,00","1.433,00","9.436,00"
201516,BAMM84201V,0720060728,"11.332,00","6.121,00","9.930,00"
201516,BAMM84301P,0720060516,"9.210,00","4.859,00","20.948,00"
201516,BAMM84401E,0720060534,"5.178,00","2.626,00","14.828,00"
201516,BAMM84501A,0720060507,"10.988,00","7.024,00","24.564,00"
201516,BAMM846016,0720061533,"7.658,00","3.403,00","12.880,00"
201516,BAMM847012,0720060522,"1.926,00","1.190,00","5.418,00"
201516,BAMM84801T,0720110558,"5.550,00","3.417,00","6.143,00"
201516,BAMM84801T,0720110561,"5.550,00",-,"10.255,00"
201516,BAMM84801T,0720110562,"5.550,00",-,"2.790,00"
201516,BAMM84901N,0720111580,"470,00","237,00","699,00"
201516,BAMM85001T,0720110559,"348,00","12,00","3.850,00"
201516,BAMM85101N,1100040563,"2.207,00","365,00","19.494,00"
201516,BAMM85201D,1100040564,"7.449,00","5.544,00","16.168,00"
201516,BAMM853019,1100041643,"10.850,00","8.855,00","10.779,00"
201516,BAMM854015,0720290598,"11.370,00","6.908,00","15.204,00"
201516,BAMM854015,0720290939,"11.370,00","6.908,00","3.391,00"
201516,BAMM854015,0720290940,"11.370,00","6.908,00","3.660,00"
201516,BAMM855011,0720290447,"7.650,00","5.356,00","20.493,00"
201516,BAMM85601R,0720290599,"2.400,00","600,00","19.800,00"
201516,BAMM85701L,0720290600,"5.591,00","2.140,00","44.479,00"
201516,BAMM85801C,0720360614,"7.128,00","5.675,00","14.187,00"
201516,BAMM859018,0720360613,"12.744,00","9.104,00","27.038,00"
201516,BAMM86001C,1100010549,"4.000,00","2.650,00","4.160,00"
201516,BAMM862014,1100010548,"9.715,00","6.895,00","15.000,00"
201516,BAMM86301X,1100010546,"5.800,00","2.100,00","16.000,00"
201516,BAMM86401Q,1100011470,"1.265,00","615,00","9.750,00"
201516,BAMM86601B,1100021426,"2.190,00","1.260,00","7.665,00"
201516,BAMM86601B,1100021442,"3.629,00","2.581,00","3.982,00"
201516,BAMM867017,1100021442,"3.629,00","2.581,00","3.982,00"
201516,BAMM868013,0720200574,"16.696,00","5.084,00","13.574,00"
201516,BAMM86901V,0720330610,"5.500,00","4.064,00","4.100,00"
201516,BAMM86901V,0720331034,"4.000,00","2.220,00","9.860,00"
201516,BAMM86901V,0720331304,"5.500,00","4.064,00","2.484,00"
201516,BAMM870013,0720330609,"5.500,00","3.160,00","6.380,00"
201516,BAMM87101V,0720350236,"956,00","226,00","4.320,00"
