ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPERFICIEAREATOTALE, SPERFICIEAREALIBERA, VOLUME
201516,PZIS028007,0760480516,"6.300,00","1.100,00","60.000,00"
201516,PZIS029003,0760360485,"35.000,00",-,"14.174,00"
201516,PZIS031003,0760500772,"11.000,00",-,"24.125,00"
201516,PZMM814016,0760120632,"1.760,00",-,"44.883,00"
201516,PZMM815023,0760640438,"8.320,00","7.015,00","6.540,00"
201516,PZMM81701N,0760830450,"10.000,00","8.316,00","11.192,00"
201516,PZMM81702P,0760790316,"2.220,00","1.771,00","4.513,00"
201516,PZMM81703Q,0760840835,"1.245,00",-,"6.855,00"
201516,PZMM82001D,0760560279,"5.945,00","4.486,00","12.350,00"
201516,PZMM82002E,0760180391,"1.554,00","1.247,00","2.149,00"
201516,PZMM821019,0760410594,"6.845,00","5.249,00","16.961,00"
201516,PZMM82102A,0760040377,"1.895,00","1.300,00","8.650,00"
201516,PZMM82103B,0760150387,"2.400,00","2.243,00","13.458,00"
201516,PZMM82103B,0760150585,"195,00",-,"1.170,00"
201516,PZMM822015,0760110382,"3.900,00","2.700,00","12.870,00"
201516,PZMM822026,0760670025,"3.024,00","747,00","9.360,00"
201516,PZMM822026,0760670199,"3.024,00","747,00","6.537,00"
201516,PZMM82401R,0760710550,"2.481,00","1.000,00","7.510,00"
201516,PZMM82401R,0760710554,"1.000,00",-,"3.647,00"
201516,PZMM82402T,0760100381,"1.933,00","1.068,00","6.920,00"
201516,PZMM82403V,0760080332,"4.500,00","3.500,00","6.814,00"
201516,PZMM82601C,0760460001,"6.971,00","2.786,00","7.573,00"
201516,PZMM82601C,0760460698,"6.971,00","5.034,00","885,00"
201516,PZMM82601C,0760460700,"6.971,00","5.034,00","3.228,00"
201516,PZMM827018,0760910458,"3.235,00","1.663,00","6.907,00"
201516,PZMM827029,0760370069,"864,00","283,00","5.314,00"
201516,PZMM827029,0760370837,"916,00","549,00","3.022,00"
201516,PZMM828014,0760700717,"1.800,00","702,00","10.870,00"
201516,PZMM828025,0760220392,"1.570,00",-,"5.058,00"
201516,PZMM82901X,0760600640,"380,00",-,"1.120,00"
201516,PZMM829021,0760600750,"1.140,00",-,"17.611,00"
201516,PZMM829021,0760600755,"1.000,00",-,"4.000,00"
201516,PZMM829032,0760020374,"5.980,00","2.335,00","11.807,00"
201516,PZMM831021,0760290400,"2.017,00","1.000,00","10.068,00"
201516,PZMM831054,0760770260,"1.108,00","731,00","3.210,00"
201516,PZMM831065,0760050257,"1.048,00","590,00","4.850,00"
201516,PZMM83301G,0760450420,"3.860,00","820,00","8.864,00"
201516,PZMM83302L,0761000869,"2.345,00","1.145,00","9.520,00"
201516,PZMM835017,0760030186,"612,00","100,00","7.023,00"
201516,PZMM83504A,0760930189,"1.141,00",-,"406,00"
201516,PZMM83505B,0760170019,"254,00",-,"1.346,00"
201516,PZMM83505B,0760170388,"1.580,00","1.580,00","3.561,00"
201516,PZMM83506C,0760240389,"500,00","155,00","3.105,00"
201516,PZMM83507D,0760610624,"700,00","168,00","6.200,00"
201516,PZMM83508E,0760140460,"176,00",-,"1.329,00"
201516,PZMM83508E,0760140903,"115,00",-,"661,00"
201516,PZMM83701V,0760760108,"2.578,00","819,00","8.920,00"
201516,PZMM83702X,0760720160,"2.500,00","1.545,00","5.900,00"
201516,PZMM837031,0760650834,"1.860,00","685,00","4.972,00"
201516,PZMM83801P,0760980467,"678,00",-,"3.260,00"
201516,PZMM84002Q,0760440419,"900,00","475,00","2.500,00"
201516,PZMM84003R,0760920416,"1.544,00","768,00","6.200,00"
201516,PZMM84101E,0760480251,"11.813,00","8.983,00","10.167,00"
201516,PZMM84201A,0760480425,"5.578,00","3.945,00","11.430,00"
201516,PZMM848019,0760420414,"883,00","290,00","8.807,00"
201516,PZMM84802A,0760540232,"875,00","397,00","2.740,00"
201516,PZMM852011,0760390034,"2.217,00","1.291,00","10.284,00"
201516,PZMM852022,0760680324,"2.000,00",-,"7.200,00"
201516,PZMM85401L,0760860258,"1.948,00","1.416,00","5.850,00"
201516,PZMM85402N,0760810453,"884,00",-,"5.834,00"
201516,PZMM85402N,0760810559,"691,00",-,"5.392,00"
201516,PZMM85403P,0760520830,"8.790,00","4.200,00","3.900,00"
201516,PZMM85404Q,0760740259,"713,00","120,00","6.442,00"
201516,PZMM85501C,0760500847,"2.723,00","1.307,00","10.650,00"
201516,PZMM85502D,0760250394,"3.550,00","2.280,00","2.290,00"
201516,PZMM857014,0760570432,"1.875,00","1.160,00","5.362,00"
201516,PZMM857025,0760510081,"4.510,00","3.096,00","1.130,00"
201516,PZMM857025,0760510273,"4.510,00","3.096,00","10.368,00"
201516,PZMM857036,0760330404,"2.700,00",-,"6.741,00"
201516,PZMM857047,0760470405,"1.506,00","786,00","5.860,00"
201516,PZMM858021,0760060378,"7.466,00","6.492,00","6.936,00"
201516,PZMM85901Q,0760620437,"2.500,00","1.361,00","9.042,00"
201516,PZMM85901Q,0760620845,"2.500,00","1.361,00","4.080,00"
201516,PZMM85902R,0760010360,"2.200,00","1.164,00","7.500,00"
201516,PZMM86001X,0760730446,"1.310,00","560,00","6.000,00"
201516,PZMM860021,0760900517,"1.500,00","312,00","11.880,00"
201516,PZMM86201G,0760590808,"5.600,00","1.500,00","11.650,00"
201516,PZMM86202L,0760960134,"925,00",-,"11.000,00"
201516,PZMM86301B,0760890456,"5.134,00","2.939,00","10.472,00"
201516,PZMM864017,0760530429,"2.100,00","300,00","16.000,00"
201516,PZMM864028,0760210264,"612,00",-,"8.080,00"
201516,PZMM864039,0760580001,"1.540,00","524,00","5.620,00"
201516,PZMM86801E,0760420498,"2.500,00",-,"1.340,00"
201516,PZMM86901A,0760360408,"5.738,00","1.000,00","8.532,00"
201516,PZMM86902B,0760090734,"1.212,00","590,00","7.469,00"
201516,PZMM87001E,0760070787,"2.280,00","1.090,00","14.000,00"
201516,PZMM87101A,0760070410,"3.760,00",-,"5.525,00"
201516,PZMM87102B,0760320403,"2.800,00",-,"5.830,00"
201516,PZMM872016,0760130385,"3.893,00","2.993,00","10.929,00"
201516,PZMM872027,0760820183,"4.090,00","3.390,00","4.282,00"
201516,PZMM87401T,0760800488,"8.780,00",-,"19.600,00"
201516,PZMM87402V,0760350115,"1.185,00",-,"6.000,00"
201516,PZMM87601D,0760400215,"1.600,00","1.033,00","2.670,00"
201516,PZMM87601D,0760400411,"4.500,00","2.750,00","1.096.930,00"
201516,PZMM87601D,0760400412,"1.600,00","1.033,00","1.528,00"
201516,PZMM87602E,0760300828,"650,00","120,00","2.695,00"
201516,PZMM878015,0760340406,"8.112,00","6.931,00","7.833,00"
201516,PZMM878037,0760280397,"6.390,00","2.993,00","18.250,00"
201516,PZMM879011,0760630789,"2.200,00",-,"16.200,00"
201516,PZMM880015,0760630367,"5.209,00",-,"17.800,00"
201516,PZMM88201R,0760630350,"8.630,00",-,"5.402,00"
201516,PZMM88301L,0760630366,"1.886,00",-,"9.600,00"
201516,PZMM885018,0760850766,"2.255,00",-,"12.786,00"
201516,PZMM885029,0760880454,"805,00","205,00","6.024,00"
201516,PZMM88503A,0760750269,"1.000,00","586,00","3.105,00"
201516,PZMM88504B,0760550266,"750,00","350,00","4.720,00"
201516,PZMM88505C,0760270267,"1.240,00","878,00","3.467,00"
201516,PZMM88506D,0760260311,"1.800,00",-,"7.770,00"
201516,PZMM886014,0760630294,"2.482,00",-,"14.000,00"
201516,PZMM88801Q,0760630740,"848,00",-,"4.600,00"
201516,PZMM88801Q,0760630875,"1.400,00","900,00","2.500,00"
201516,PZMM88802R,0760940459,"1.100,00",-,"2.400,00"
201516,PZMM88901G,0760950461,"2.900,00","1.840,00","10.000,00"
201516,PZMM88901G,0760950754,"9.750,00","6.400,00","8.200,00"
201516,PZMM89001Q,0760970138,"6.413,00","4.463,00","15.740,00"
201516,PZMM89002R,0760780207,"520,00","130,00","2.730,00"
201516,PZMM89101G,0760800722,"5.600,00",-,"10.950,00"
201516,PZMM89102L,0760690840,"1.610,00","536,00","7.168,00"
201516,PZMM89201B,0760430417,"5.062,00","2.765,00","6.742,00"
201516,PZMM893017,0760430418,"4.083,00","3.009,00","11.062,00"
201516,PZMM894013,0760660001,"3.000,00","700,00","10.050,00"
201516,PZMM89501V,0760660097,"8.000,00","5.300,00","25.403,00"
201516,PZMM89601P,0760630292,"7.044,00",-,"31.871,00"
201516,PZPC00202B,0760660478,"829,00",-,"18.000,00"
201516,PZPC00601N,0760420528,"9.000,00",-,"27.905,00"
201516,PZPC011015,0760430785,"16.700,00","13.055,00","7.000,00"
201516,PZPC011015,0760430850,"16.700,00","13.055,00","27.000,00"
201516,PZPC01801X,0760850473,"400,00",-,"5.400,00"
201516,PZPC01901Q,0760980500,"4.300,00",-,"6.000,00"
201516,PZPC02102R,0760950902,"4.600,00",-,"23.000,00"
201516,PZPC040004,0760630471,"4.300,00",-,"57.750,00"
201516,PZPM00101P,0760390475,"2.500,00","1.260,00","4.000,00"
201516,PZPM00201E,0760660477,"18.000,00","8.500,00","28.000,00"
201516,PZPM01000C,0760630471,"4.300,00",-,"57.750,00"
201516,PZPM01000C,0760630474,"4.200,00",-,"16.000,00"
201516,PZPM01000C,0760630842,"9.000,00",-,"14.055,00"
201516,PZPM01601C,0760440476,"10.600,00","7.050,00","13.636,00"
201516,PZPM026013,0760570510,"13.200,00",-,"21.500,00"
201516,PZPS00101N,0760390728,"1.350,00",-,"4.000,00"
201516,PZPS00101N,0760390729,"726,00","404,00","1.820,00"
201516,PZPS00102P,0760400001,"2.900,00",-,"10.000,00"
201516,PZPS00201D,0760660477,"18.000,00","8.500,00","28.000,00"
201516,PZPS003019,0760530484,"14.000,00",-,"16.250,00"
201516,PZPS00601R,0760700800,"2.500,00",-,"6.500,00"
201516,PZPS00601R,0760700801,"2.700,00",-,"6.500,00"
201516,PZPS017017,0760800486,"1.200,00","200,00","10.000,00"
201516,PZPS01901V,0760450481,"18.000,00",-,"14.600,00"
201516,PZPS02401A,0760630900,"19.306,00",-,"25.500,00"
201516,PZPS02701T,0760480761,"4.000,00","1.008,00","25.000,00"
201516,PZPS02901D,0760360485,"35.000,00",-,"14.174,00"
201516,PZPS040007,0760630483,"11.000,00","5.500,00","56.000,00"
201516,PZPS08000N,0760630371,"1.500,00","316,00","30.600,00"
201516,PZPS12000V,0760630523,"6.900,00","5.050,00","24.525,00"
201516,PZPS12001X,0760410715,"9.000,00","7.200,00","8.000,00"
201516,PZRA010001,0760630487,"120,00",-,"360,00"
201516,PZRA010001,0760630900,"19.306,00",-,"25.500,00"
201516,PZRA010045,0760070490,"10.000,00",-,"6.800,00"
201516,PZRA010045,0760070733,"10.000,00",-,"450,00"
201516,PZRA010045,0760070734,"10.000,00",-,"800,00"
201516,PZRA010045,0760070735,"10.000,00",-,"700,00"
201516,PZRA010056,0760800491,"63.200,00",-,"14.500,00"
201516,PZRA010056,0760800780,"63.200,00",-,"6.600,00"
201516,PZRA010056,0760800781,"63.200,00",-,"600,00"
201516,PZRA010056,0760800782,"63.200,00",-,"1.650,00"
201516,PZRA010056,0760800783,"63.200,00",-,"350,00"
201516,PZRA010056,0760800784,"63.200,00",-,"900,00"
201516,PZRA01301D,0760390489,"2.690,00",-,"5.325,00"
201516,PZRA029013,0760360488,"1.040,00","280,00","4.380,00"
201516,PZRA029013,0760360490,"11.550,00",-,"6.830,00"
201516,PZRC00901R,0760950470,"25.300,00",-,"35.132,00"
201516,PZRC00901R,0760950853,"25.300,00",-,"2.284,00"
201516,PZRC00901R,0760950854,"25.300,00",-,"4.125,00"
201516,PZRC01301C,0760420493,"1.420,00","830,00","7.650,00"
201516,PZRC01352V,0760420493,"1.420,00","830,00","7.650,00"
201516,PZRC023013,0760630518,"10.800,00","8.100,00","20.250,00"
201516,PZRH010005,0760630371,"1.500,00","316,00","30.600,00"
201516,PZRH01050E,0760630371,"1.500,00","316,00","30.600,00"
201516,PZRH016015,0760440496,"4.300,00","3.000,00","9.700,00"
201516,PZRH02802C,0760480527,"8.000,00","3.000,00","12.400,00"
201516,PZRH02852T,0760480527,"8.000,00","3.000,00","12.400,00"
201516,PZRI00301E,0760580500,"4.500,00","3.442,00","7.852,00"
201516,PZRI00701T,0760480499,"580,00",-,"4.000,00"
201516,PZRI013015,0760420493,"1.420,00","830,00","7.650,00"
201516,PZRI021014,0760950900,"2.173,00",-,"16.000,00"
201516,PZRI03101P,0760500501,"5.000,00","3.370,00","10.050,00"
201516,PZRI03101P,0760500502,"5.000,00","3.370,00","5.400,00"
201516,PZRI03102Q,0760910731,"486,00",-,"3.330,00"
201516,PZRI04000C,0760630842,"9.000,00",-,"14.055,00"
201516,PZSD00201X,0760660478,"829,00",-,"18.000,00"
201516,PZSD030003,0760630679,"8.200,00","5.700,00","15.900,00"
201516,PZSD030003,0760630714,"11.300,00",-,"4.300,00"
201516,PZSD030003,0760630759,"11.300,00",-,"18.875,00"
201516,PZSL016018,0760440476,"10.600,00","7.050,00","13.636,00"
201516,PZSL016018,0760440627,"10.600,00",-,"6.600,00"
201516,PZSL02701P,0760480247,"6.200,00","3.878,00","16.500,00"
201516,PZTA01101N,0760430236,"4.180,00","3.455,00","5.220,00"
201516,PZTA04000L,0760460509,"1.800,00","1.023,00","908,00"
201516,PZTD009014,0760950470,"25.300,00",-,"35.132,00"
201516,PZTD009014,0760950853,"25.300,00",-,"2.284,00"
201516,PZTD009014,0760950854,"25.300,00",-,"4.125,00"
201516,PZTD011014,0760430785,"16.700,00","13.055,00","7.000,00"
201516,PZTD011014,0760430850,"16.700,00","13.055,00","27.000,00"
201516,PZTD01150C,0760430785,"16.700,00","13.055,00","7.000,00"
201516,PZTD01150C,0760430850,"16.700,00","13.055,00","27.000,00"
201516,PZTD017013,0760800488,"8.780,00",-,"19.600,00"
201516,PZTD01750B,0760800488,"8.780,00",-,"19.600,00"
201516,PZTD01801V,0760850513,"15.000,00",-,"20.500,00"
201516,PZTD01801V,0760850793,"15.000,00",-,"3.033,00"
201516,PZTD01801V,0760850800,"15.000,00",-,"5.000,00"
201516,PZTD01801V,0760850802,"15.000,00",-,"300,00"
201516,PZTD02301A,0760630518,"10.800,00","8.100,00","20.250,00"
201516,PZTD02351Q,0760630518,"10.800,00","8.100,00","20.250,00"
201516,PZTD024016,0760070495,"7.175,00",-,"9.800,00"
201516,PZTD024027,0760130861,"27.000,00","24.025,00","14.724,00"
201516,PZTD024027,0760130863,"24.000,00","23.000,00","8.600,00"
201516,PZTD024038,0760630900,"19.306,00",-,"25.500,00"
201516,PZTD02601T,0760570510,"13.200,00",-,"21.500,00"
201516,PZTD02602V,0760020512,"2.435,00",-,"2.600,00"
201516,PZTD02602V,0760020817,"4.400,00","3.200,00","5.115,00"
201516,PZTD026517,0760570510,"13.200,00",-,"21.500,00"
201516,PZTD02801D,0760480516,"6.300,00","1.100,00","60.000,00"
201516,PZTD02851V,0760480516,"6.300,00","1.100,00","60.000,00"
201516,PZTD031019,0760500772,"11.000,00",-,"24.125,00"
201516,PZTD03151P,0760500772,"11.000,00",-,"24.125,00"
201516,PZTD060008,0760390725,"7.520,00",-,"27.905,00"
201516,PZTD15000E,0760970336,"7.462,00",-,"14.210,00"
201516,PZTF00301B,0760590526,"30.000,00","27.200,00","25.000,00"
201516,PZTF00601V,0760420528,"9.000,00",-,"27.905,00"
201516,PZTF00701P,0760480499,"580,00",-,"4.000,00"
201516,PZTF00701P,0760480786,"8.000,00","3.000,00","4.400,00"
201516,PZTF02202T,0760630730,"1.606,00",-,"11.240,00"
201516,PZTF06000E,0760290400,"2.017,00","1.000,00","10.068,00"
201516,PZTL022011,0760630529,"5.385,00","400,00","16.155,00"
201516,PZTL02251A,0760630529,"5.385,00","400,00","16.155,00"
201516,PZVC01000G,0760630371,"1.500,00","316,00","30.600,00"
201516,PZVC03000R,0760630371,"1.500,00","316,00","30.600,00"
201516,PZVC04000B,0760070490,"10.000,00",-,"6.800,00"
201516,PZVC050002,0760800491,"63.200,00",-,"14.500,00"
201516,PZVC06000L,0760440900,"800,00",-,"2.400,00"
201516,PZVC070007,0760480247,"6.200,00","3.878,00","16.500,00"
201516,RAAA802014,0390140008,"5.675,00","4.831,00","2.680,00"
201516,RAAA802025,0390140009,"1.955,00","1.633,00","1.923,60"
201516,RAAA802036,0390140437,"3.480,00","2.695,60","3.109,00"
201516,RAAA80402R,0390020417,"7.040,00","4.976,00","5.757,00"
201516,RAAA80501G,0390160156,"1.860,00","10.000,00","8.000,00"
201516,RAAA807017,0390040015,"249,00","1.200,00","881,00"
201516,RAAA807017,0390040102,"300,00",-,-
201516,RAAA807028,0390040017,"1.390,00","1.142,00","868,00"
201516,RAAA808013,0390080028,"3.291,00","2.208,00","6.173,00"
201516,RAAA808024,0390080185,"7.466,00","6.046,00","6.000,00"
201516,RAAA80901V,0390100031,"6.633,00","5.083,00","4.650,00"
201516,RAAA80901V,0390100123,"1.515,00","400,00","12.480,00"
201516,RAAA80902X,0390100032,"750,00","584,00","960,00"
201516,RAAA810013,0390140002,"5.823,40","4.522,20","5.274,13"
201516,RAAA810024,0390140003,"3.912,76","3.181,39","1.801,65"
201516,RAAA81102X,0390140059,"3.356,00","2.605,00","3.497,00"
201516,RAAA81201P,0390010092,"1.080,00","4.647,00","9.700,00"
201516,RAAA81202Q,0390010092,"1.080,00","4.647,00","9.700,00"
201516,RAAA81301E,0390090039,"3.829,00","2.788,00","4.704,00"
201516,RAAA81302G,0390090038,"2.085,00","1.755,00","1.270,00"
201516,RAAA81401A,0390120141,"6.560,00","4.374,00","12.080,00"
201516,RAAA81402B,0390120041,"1.645,00","1.314,00","1.645,00"
201516,RAAA81403C,0390120044,"3.540,00","2.435,00","5.525,00"
201516,RAAA815016,0390120001,"1.737,00","1.412,00","3.400,00"
201516,RAAA815027,0390120043,"2.970,00","2.195,00","3.100,00"
201516,RAAA816012,0390150045,"2.054,00",-,"2.880,00"
201516,RAAA816034,0390050047,"3.241,00","2.717,00","1.572,00"
201516,RAAA81701T,0390100030,"3.610,00","2.571,00","4.156,00"
201516,RAAA81701T,0390100118,"8.436,00","5.914,00","19.143,00"
201516,RAAA81702V,0390100119,"2.306,00","1.906,00","2.080,00"
201516,RAAA81801N,0390060100,"4.013,25","2.620,69","5.615,84"
201516,RAAA81802P,0390180019,"2.000,00","1.570,00","4.500,00"
201516,RAAA81901D,0390140433,"1.449,00","1.141,00","4.284,00"
201516,RAAA81902E,0390140007,"1.200,00","858,90","2.322,00"
201516,RAAA82102E,0390110445,"1.900,00","850,00","4.800,00"
201516,RAAA822019,0390100035,"10.500,00","8.391,00","6.848,00"
201516,RAAA82202A,0390100033,"3.591,00","2.710,00","3.040,00"
201516,RAAA823015,0390100001,"3.337,00","2.148,00","5.500,00"
201516,RAAA823015,0390100126,"15.303,00","13.310,00","14.287,00"
201516,RAAA824011,0390140242,"1.717,50","712,00","8.428,00"
201516,RAAA82601L,0390140005,"3.950,00","3.633,00","1.078,00"
201516,RAAA82602N,0390140440,"4.588,65","3.377,95","3.813,67"
201516,RAAA82701C,0390140166,"1.513,74","1.122,94","2.740,90"
201516,RAAA828018,0390070022,"4.185,00","3.395,00","2.953,00"
201516,RAAA828029,0390070024,"2.412,00","1.920,00","1.274,00"
201516,RAAA82803A,0390070023,"3.066,00","2.726,00","1.181,00"
201516,RAAA829014,0390070025,"11.850,00","9.468,00","12.543,00"
201516,RAAA829014,0390070026,"5.011,00","4.169,00","2.226,00"
201516,RAAA829025,0390070027,"8.197,00","5.646,00","18.381,00"
201516,RAAA830018,0390070020,"8.049,00","6.402,00","4.988,00"
201516,RAAA830029,0390070021,"5.695,00","3.775,00","10.420,00"
201516,RACT70000C,0390140410,"14.718,00","9.801,00","37.658,00"
201516,RACT701008,0390100118,"8.436,00","5.914,00","19.143,00"
201516,RACT701008,0390100187,"17.232,00","13.086,00","26.953,00"
201516,RAEE802019,0390140159,"8.411,00","5.940,00","17.120,00"
201516,RAEE80202A,0390140087,"11.118,00","8.408,00","20.027,00"
201516,RAEE80203B,0390140090,"3.776,00","2.596,00","3.217,50"
201516,RAEE80205D,0390140075,"2.696,00","2.181,00","3.050,00"
201516,RAEE804011,0390020500,"18.000,00","1.500,00","12.000,00"
201516,RAEE804022,0390020099,"3.226,00","633,00","10.160,00"
201516,RAEE80501R,0390160154,"1.977,00","4.737,00","9.000,00"
201516,RAEE80502T,0390160155,"1.749,00","8.550,00","8.000,00"
201516,RAEE80503V,0390160156,"1.860,00","10.000,00","8.000,00"
201516,RAEE80601L,0390130148,"7.585,00","5.286,00","14.463,00"
201516,RAEE80602N,0390130149,"2.500,00","1.773,00","2.637,00"
201516,RAEE80603P,0390030150,"4.060,00","2.978,09","11.221,02"
201516,RAEE80604Q,0390170151,"5.166,00","3.910,00","13.441,00"
201516,RAEE80701C,0390040100,"3.365,00","2.427,00","11.570,00"
201516,RAEE80702D,0390040101,"3.380,00","2.000,00","7.320,00"
201516,RAEE80703E,0390040015,"249,00","1.200,00","881,00"
201516,RAEE80703E,0390040102,"300,00",-,-
201516,RAEE808018,0390080116,"4.544,00","2.689,00","17.500,00"
201516,RAEE808029,0390080029,"3.930,00","1.944,00","22.400,00"
201516,RAEE809014,0390100002,"10.007,00","6.145,00","15.206,00"
201516,RAEE809025,0390100123,"1.515,00","400,00","12.480,00"
201516,RAEE810018,0390140057,"8.524,60","5.209,50","9.173,05"
201516,RAEE810029,0390140438,"6.210,00","4.684,00","7.630,00"
201516,RAEE81003A,0390140056,"4.024,90","2.403,55","12.609,91"
201516,RAEE81005C,0390140404,"3.584,48","755,48","4.787,00"
201516,RAEE811014,0390140059,"3.356,00","2.605,00","3.497,00"
201516,RAEE811025,0390140060,"1.563,00","6.497,00","1.914,00"
201516,RAEE811047,0390140055,"8.827,00","6.075,00","13.095,00"
201516,RAEE81201X,0390010095,"16.650,00","12.120,00","30.850,00"
201516,RAEE812021,0390010095,"16.650,00","12.120,00","30.850,00"
201516,RAEE81301Q,0390090138,"7.236,00",-,"4.927,40"
201516,RAEE81301Q,0390090139,"7.236,00","6.173,00","10.240,00"
201516,RAEE81302R,0390090140,"1.655,00","1.045,00","2.437,00"
201516,RAEE81401G,0390120147,"2.502,00","1.572,00","9.300,00"
201516,RAEE81402L,0390120140,"6.560,00","4.374,00","3.887,00"
201516,RAEE81402L,0390120141,"6.560,00","4.374,00","12.080,00"
201516,RAEE81403N,0390120142,"1.632,00","1.271,00","3.600,00"
201516,RAEE81501B,0390120138,"5.285,00","3.015,00","14.528,00"
201516,RAEE816017,0390150152,"2.900,00",-,"7.000,00"
201516,RAEE816039,0390050153,"2.000,00","1.230,00","1.245,00"
201516,RAEE817013,0390100118,"8.436,00","5.914,00","19.143,00"
201516,RAEE817013,0390100187,"17.232,00","13.086,00","26.953,00"
201516,RAEE817013,0390100438,"17.232,00","13.086,00","13.167,00"
201516,RAEE817024,0390100408,"2.417,00","1.560,00","2.373,00"
201516,RAEE81801V,0390060105,"4.819,50","3.556,00","11.225,00"
201516,RAEE81802X,0390060106,"5.778,00","5.298,00","5.347,00"
201516,RAEE818031,0390180107,"5.151,00","4.031,00","9.660,00"
201516,RAEE81901P,0390140408,"1.719,00","1.497,00","2.375,00"
201516,RAEE81901P,0390140426,"3.201,50","2.726,70","4.088,00"
201516,RAEE81902Q,0390140169,"9.036,00","7.496,00","12.304,30"
201516,RAEE81903R,0390140052,"12.676,00","9.955,00","9.945,00"
201516,RAEE81904T,0390140068,"2.018,00","1.447,00","3.706,00"
201516,RAEE82001V,0390140062,"14.132,72","11.711,00","16.228,00"
201516,RAEE82002X,0390140064,"5.081,00","3.248,00","11.418,00"
201516,RAEE82101P,0390110133,"5.970,00","4.970,00","7.450,00"
201516,RAEE82101P,0390110192,"2.596,00","1.903,00","6.930,00"
201516,RAEE82101P,0390110409,"2.596,00","1.615,00","2.175,00"
201516,RAEE82201E,0390100131,"7.109,00","5.821,00","12.494,00"
201516,RAEE82202G,0390100132,"2.150,00","943,00","13.127,00"
201516,RAEE82301A,0390100126,"15.303,00","13.310,00","14.287,00"
201516,RAEE82301A,0390100188,"8.335,00","5.899,00","9.833,00"
201516,RAEE82302B,0390100127,"4.009,00","3.097,00","6.912,00"
201516,RAEE824016,0390140053,"7.676,00","5.084,00","10.778,00"
201516,RAEE824027,0390140439,"6.723,79","5.341,03","610,23"
201516,RAEE825012,0390140078,"4.040,00","2.547,00","8.297,00"
201516,RAEE825012,0390140079,"2.683,00","1.808,00","3.540,00"
201516,RAEE825023,0390140083,"959,00","693,00","2.360,00"
201516,RAEE825034,0390140410,"14.718,00","9.801,00","37.658,00"
201516,RAEE82601T,0390140080,"14.154,00","9.437,00","24.712,00"
201516,RAEE82602V,0390140077,"10.056,73","7.978,19","4.234,80"
201516,RAEE82603X,0390140081,"945,00","706,00","1.750,00"
201516,RAEE82701N,0390140049,"2.035,00","460,00","15.750,00"
201516,RAEE82702P,0390140054,"2.655,00","1.224,00","35.477,00"
201516,RAEE82801D,0390140171,"2.112,00","1.330,00","7.880,00"
201516,RAEE82802E,0390070111,"1.173,00","593,00","2.698,00"
201516,RAEE82803G,0390140076,"2.571,00","1.808,00","2.426,00"
201516,RAEE82804L,0390070112,"1.117,00","635,00","3.193,00"
201516,RAEE829019,0390070027,"8.197,00","5.646,00","18.381,00"
201516,RAEE82902A,0390070115,"3.970,00","3.078,00","3.549,00"
201516,RAEE82903B,0390070025,"11.850,00","9.468,00","12.543,00"
201516,RAEE82904C,0390070114,"2.983,00","2.282,00","2.718,00"
201516,RAEE82905D,0390070113,"8.920,00","7.225,00","5.800,00"
201516,RAEE83001D,0390070021,"5.695,00","3.775,00","10.420,00"
201516,RAEE83002E,0390070108,"6.101,00","4.228,00","7.250,00"
201516,RAIC802007,0390140159,"8.411,00","5.940,00","17.120,00"
201516,RAIC80400V,0390020500,"18.000,00","1.500,00","12.000,00"
201516,RAIC80500P,0390160154,"1.977,00","4.737,00","9.000,00"
201516,RAIC80600E,0390130197,"10.674,00","8.891,00","17.117,00"
201516,RAIC808006,0390080182,"7.038,00","5.000,00","11.380,00"
201516,RAIC809002,0390100186,"4.312,00","2.377,00","16.876,00"
201516,RAIC810006,0390140160,"9.628,90","7.393,10","11.760,00"
201516,RAIC811002,0390140162,"12.840,00","8.624,00","22.993,00"
201516,RAIC81300N,0390090185,"6.193,00","4.562,00","11.550,00"
201516,RAIC81400D,0390120195,"6.560,00","5.445,00","8.920,00"
201516,RAIC815009,0390120193,"11.000,00","8.750,00","16.000,00"
201516,RAIC816005,0390150045,"2.054,00",-,"2.880,00"
201516,RAIC816005,0390150152,"2.900,00",-,"7.000,00"
201516,RAIC816005,0390150199,"4.500,00",-,"14.000,00"
201516,RAIC817001,0390100187,"17.232,00","13.086,00","26.953,00"
201516,RAIC81800R,0390060178,"2.817,00",-,-
201516,RAIC81900L,0390140168,"13.230,00","10.505,00","17.583,90"
201516,RAIC82000R,0390140377,"10.128,00","6.386,00","36.620,00"
201516,RAIC82100L,0390110191,"4.640,00","3.690,00","9.500,00"
201516,RAIC82200C,0390100190,"4.738,00","2.778,00","9.475,00"
201516,RAIC823008,0390100126,"15.303,00","13.310,00","14.287,00"
201516,RAIC824004,0390140053,"7.676,00","5.084,00","10.778,00"
201516,RAIC82500X,0390140410,"14.718,00","9.801,00","37.658,00"
201516,RAIC82600Q,0390140080,"14.154,00","9.437,00","24.712,00"
201516,RAIC82700G,0390140164,"5.036,00","3.331,00","25.696,00"
201516,RAIC82800B,0390140442,"1.290,00","540,00","1.230,00"
201516,RAIC829007,0390070180,"12.854,00","9.664,00","24.350,00"
201516,RAIC83000B,0390070108,"6.101,00","4.228,00","7.250,00"
201516,RAIS003007,0390120203,"3.368,00","1.535,00","15.479,00"
