ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPAZIDIDATTICI, AULAMAGNA, MENSA, PALESTRAPISCINA, SPAZIAMMINISTRATIVI
201516,CSEE835028,0780710551,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE836057,0780200192,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE83701V,0781321430,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE83702X,0781321431,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE83802Q,0780800749,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,CSEE83803R,0780800262,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE83804T,0780800667,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE83805V,0780390776,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84001P,0781160689,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84003R,0781350941,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84101E,0781220356,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,CSEE84105P,0780520359,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84106Q,0780520705,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84204D,0781210921,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,CSEE84205E,0781210384,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,CSEE844023,0780230092,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84601N,0780220188,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,CSEE84602P,0780890677,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84603Q,0780460832,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE848019,0780680993,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE84802A,0780680232,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE849015,0780740863,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE850019,0781031407,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85003B,0780240625,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85004C,0780860279,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85007G,0780820309,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85008L,0780820658,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE851015,0780750255,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,CSEE851048,0780530603,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE851048,0780530864,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,CSEE851059,0780970604,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,CSEE852011,0780110060,Esiste,Esiste,Esiste,Esiste,Esiste
201516,CSEE852055,0780320460,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE852066,0780870624,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE852099,0781070462,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85301R,0781100907,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85302T,0781100507,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85303V,0780650002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,CSEE85304X,0781510001,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,CSEE853051,0781510003,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85401L,0780340132,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,CSEE85401L,0780340133,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85401L,0780340503,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,CSEE85402N,0780340504,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,CSEE85403P,0781440390,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,CSEE85501C,0781430736,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
